anime_id,genre
3036,Romance
25157,Shounen
2427,Fantasy
7058,Fantasy
28405,Comedy
9544,
1983,Drama
2756,Fantasy
5065,Comedy
10444,Fantasy
332,Fantasy
2677,Sci-Fi
2661,
19645,Fantasy
21681,Comedy
1030,None
31989,
3859,Sci-Fi
10804,
10805,Shounen
10536,Romance
22817,Mystery
17259,Shounen
335,Shounen
738,Fantasy
2294,Sci-Fi
443,Romance
20939,Romance
12753,Mystery
15651,Mystery
1255,Sci-Fi
1259,Sci-Fi
1381,Sci-Fi
867,Fantasy
869,Fantasy
2013,Drama
5141,Comedy
2683,Mystery
3051,Romance
5764,Fantasy
5525,Fantasy
49,Romance
1292,
3549,
5578,Mystery
3203,Comedy
10638,Sci-Fi
2654,Fantasy
2393,Fantasy
12875,Shounen
287,Shounen
20689,Mystery
27829,
1410,Shounen
953,Sci-Fi
10298,Comedy
147,Romance
16732,Comedy
844,Shounen
6299,Comedy
7761,Comedy
3225,Comedy
6288,Sci-Fi
2926,Romance
272,Drama
28683,Fantasy
326,Mystery
10711,Comedy
2744,Comedy
5753,Fantasy
1329,Drama
2193,Fantasy
22273,
868,Fantasy
5226,
15077,
541,Shounen
32174,Drama
10834,Romance
5356,
15611,
20479,Fantasy
21395,Comedy
2398,Drama
32410,Sci-Fi
3727,
30694,Shounen
12231,Shounen
1906,Romance
1206,Drama
940,Shounen
2808,Sci-Fi
4483,Shounen
99,Fantasy
1196,Comedy
16444,Fantasy
4062,Shounen
5597,Romance
12467,Romance
10928,Comedy
4114,Fantasy
1526,Fantasy
4921,None
2111,
15963,Comedy
4063,Comedy
9355,Comedy
9793,Fantasy
6380,Comedy
3089,Drama
944,Sci-Fi
3457,Romance
935,Sci-Fi
14951,None
92,Sci-Fi
713,Romance
3006,Comedy
13931,Romance
2675,Fantasy
2648,Fantasy
2634,Sci-Fi
4726,
27525,Fantasy
664,Fantasy
3508,Romance
6795,Fantasy
4639,Comedy
386,Shounen
1663,Drama
3335,Romance
13271,Shounen
6980,Mystery
28623,Fantasy
8068,
17247,Fantasy
30307,Romance
6512,Comedy
8423,Comedy
418,Comedy
6713,Comedy
2486,Shounen
1231,Comedy
16694,Shounen
3861,Shounen
536,Fantasy
1147,Shounen
7861,Romance
807,Fantasy
306,Fantasy
32977,Comedy
282,Romance
11697,Shounen
104,Romance
24727,Comedy
6948,Romance
5675,Shounen
1521,Drama
8369,Shounen
2597,Mystery
2660,Fantasy
1858,Comedy
411,Sci-Fi
14645,Romance
9013,Comedy
1374,Sci-Fi
1432,Comedy
3345,Romance
2152,Fantasy
7769,Comedy
33190,None
10448,Drama
10825,Comedy
4618,Drama
10884,
4015,Romance
4581,
152,Sci-Fi
75,Drama
341,Mystery
30344,Drama
3009,Shounen
3088,Romance
712,Comedy
9117,Romance
1278,Romance
1674,Shounen
6149,Comedy
2813,Fantasy
3627,Fantasy
1369,Mystery
2515,Mystery
1313,Fantasy
2670,Fantasy
381,Romance
654,Comedy
655,Comedy
22013,Comedy
3485,Comedy
32740,
11077,
31326,Comedy
13357,Romance
10189,Shounen
19619,Fantasy
15735,
8134,Comedy
21863,Comedy
24475,Comedy
2734,
1969,Sci-Fi
8857,Comedy
2020,Fantasy
9888,Comedy
4028,Comedy
1965,Romance
8934,Romance
19021,Romance
10321,Romance
31178,Romance
20359,Shounen
975,Sci-Fi
9332,Fantasy
1347,Sci-Fi
12293,Fantasy
3087,
2383,Romance
1678,Sci-Fi
17917,
902,Sci-Fi
23539,Comedy
16700,Mystery
14765,Comedy
16035,Sci-Fi
31780,None
15379,Romance
32871,Shounen
3577,Comedy
1013,Mystery
190,Romance
963,Romance
1609,
4056,Comedy
8424,Comedy
94,Sci-Fi
13585,Romance
16143,Fantasy
31918,Comedy
9893,Fantasy
16868,Romance
6758,Fantasy
415,Comedy
7,Mystery
976,Sci-Fi
7745,Shounen
30870,Mystery
17901,Fantasy
9925,None
30206,Comedy
2116,Shounen
1723,Romance
61,Romance
31163,Sci-Fi
3230,Comedy
2484,Sci-Fi
19951,Shounen
3418,Comedy
2544,Drama
3229,Comedy
3245,Mystery
3272,Shounen
1516,Romance
32245,
11777,Comedy
1967,Sci-Fi
3467,Comedy
16468,Shounen
2385,Fantasy
195,Romance
3887,Drama
30714,Shounen
13073,Shounen
21073,Comedy
25647,Comedy
13055,Shounen
24029,Comedy
28621,Mystery
9241,Sci-Fi
390,Romance
21881,Fantasy
16417,Comedy
2500,
30901,Drama
13677,Comedy
9120,Shounen
8915,Mystery
2803,Sci-Fi
6988,Fantasy
11053,Fantasy
376,Drama
1126,Sci-Fi
1524,Fantasy
21635,Comedy
5658,Sci-Fi
27945,Shounen
958,
4550,Comedy
25159,Romance
3223,Sci-Fi
634,Romance
33074,Comedy
1437,Mystery
28013,Sci-Fi
18391,Comedy
2736,Fantasy
11033,None
19653,Fantasy
9999,Fantasy
8171,Shounen
2386,Shounen
107,Sci-Fi
2847,Fantasy
2361,Sci-Fi
28495,Sci-Fi
173,Shounen
1303,Drama
3455,Romance
4896,Mystery
883,
1901,Sci-Fi
32323,Romance
12669,Romance
31754,Comedy
1205,
10681,
24469,
24429,None
9379,Sci-Fi
2667,Fantasy
2666,Fantasy
2655,Fantasy
893,Shounen
1299,
29325,
24231,Romance
15785,
469,Shounen
3222,Sci-Fi
11313,Romance
5042,Romance
837,Comedy
1422,Comedy
5084,
7261,Comedy
5351,
2948,
4879,Mystery
1168,Sci-Fi
20877,None
460,Shounen
11019,Fantasy
1846,Romance
22865,Romance
21561,Comedy
5014,
3067,Sci-Fi
3956,Comedy
100,Romance
5504,Romance
12191,Fantasy
1652,Sci-Fi
180,Shounen
3269,Fantasy
11375,Mystery
13939,Romance
10447,Romance
2920,Drama
15711,Comedy
15687,Comedy
1683,Fantasy
11783,Fantasy
2671,None
2030,Drama
2624,Drama
1886,Comedy
31737,Sci-Fi
32071,Sci-Fi
3734,Drama
2899,Comedy
10507,Shounen
16774,
28387,Comedy
21563,Romance
52,Shounen
4195,Comedy
6163,Shounen
6016,Sci-Fi
3247,Comedy
1416,Comedy
12637,None
13093,Romance
351,Comedy
12001,Fantasy
14749,Romance
9981,Mystery
1120,Fantasy
1191,Romance
1124,Sci-Fi
6581,
866,Fantasy
2583,Drama
32034,Drama
10232,Drama
14835,Drama
30740,Drama
18441,Comedy
33929,Shounen
2513,Mystery
27825,Fantasy
3218,Shounen
1335,Comedy
915,Drama
2987,
15617,Fantasy
3010,
16668,
274,Sci-Fi
192,Comedy
32543,Comedy
1429,Comedy
2818,Sci-Fi
333,Drama
6262,Fantasy
3437,Comedy
6999,Comedy
1835,Sci-Fi
529,Romance
3186,Fantasy
79,Romance
3594,Fantasy
1860,Fantasy
201,Drama
3322,Shounen
3043,Romance
2333,Drama
6901,
12651,
2748,Shounen
6198,Mystery
12623,None
3231,Drama
3298,Romance
1774,
31500,
1358,Sci-Fi
2745,Shounen
20505,Drama
12175,Romance
4903,Comedy
277,Romance
1017,Fantasy
10397,Romance
16442,
1847,Drama
16051,Comedy
34085,Drama
31280,
3000,Comedy
11341,Mystery
6169,Fantasy
178,Romance
1920,Romance
1932,Fantasy
23447,Sci-Fi
30205,Shounen
6164,Romance
1736,
2589,Comedy
4071,None
12079,
526,Sci-Fi
21437,
6460,Shounen
5216,Drama
7081,
2123,Fantasy
2668,Shounen
1931,Fantasy
652,Comedy
395,Sci-Fi
1490,Sci-Fi
8120,Drama
5041,
1371,Sci-Fi
1116,Drama
26441,Fantasy
6954,Mystery
1556,Fantasy
2901,Mystery
5079,
10456,
1413,Comedy
276,Romance
352,Fantasy
6023,Comedy
2947,
2108,Sci-Fi
1362,
1731,Fantasy
3593,Comedy
16742,Shounen
3692,Fantasy
550,Fantasy
8894,
19759,Comedy
1498,Shounen
30711,
974,Comedy
24031,Comedy
2222,Shounen
14829,Fantasy
19159,Comedy
1140,Romance
6463,
20457,Romance
34178,None
2542,Romance
189,Shounen
1414,Comedy
24455,Fantasy
2834,Drama
4134,Comedy
3111,Drama
14293,Romance
613,Shounen
12673,Romance
8133,Fantasy
28215,Sci-Fi
23987,Drama
1108,Shounen
1080,Sci-Fi
1531,Romance
4382,Sci-Fi
2747,Sci-Fi
12695,Romance
5397,Comedy
6951,
5196,Shounen
369,Mystery
2036,Drama
1352,
34349,Shounen
2657,Fantasy
31201,Fantasy
10842,Fantasy
1845,
384,Sci-Fi
2400,Comedy
2416,
650,Comedy
18713,Comedy
990,Fantasy
144,Romance
1145,Mystery
1086,Sci-Fi
3670,
10152,Romance
4198,Sci-Fi
17819,None
279,Mystery
5019,Comedy
1968,Sci-Fi
1941,Sci-Fi
10686,Shounen
31645,Fantasy
27539,Fantasy
2283,Sci-Fi
1236,Shounen
5702,Romance
4162,Comedy
1144,Sci-Fi
4705,None
22689,Sci-Fi
16866,Romance
17699,Fantasy
6567,Romance
3738,
30845,
2225,Drama
10647,Shounen
2825,Fantasy
31298,Comedy
9645,Comedy
31417,Comedy
8359,Shounen
4586,None
2659,Fantasy
4798,
6361,Drama
13183,Fantasy
380,Romance
27567,Comedy
243,Romance
1016,Sci-Fi
3299,Romance
9958,Comedy
23153,Romance
3946,Drama
2602,Shounen
5717,
31610,Shounen
631,Romance
629,Romance
14817,Sci-Fi
12979,Comedy
19511,Shounen
4191,
15649,Comedy
2110,Sci-Fi
3624,None
22859,Comedy
33004,Comedy
3044,Sci-Fi
2816,Sci-Fi
732,Sci-Fi
394,Romance
14027,Romance
9539,
5163,Comedy
1132,Fantasy
2662,Fantasy
2664,Sci-Fi
5760,
4246,Romance
1534,Fantasy
12419,Sci-Fi
13161,Fantasy
11785,Comedy
2264,
28869,Mystery
16033,Sci-Fi
2048,
15359,Fantasy
206,Fantasy
1417,Comedy
30014,Romance
13409,Comedy
3305,
1732,Fantasy
459,Shounen
5440,Sci-Fi
1493,Fantasy
1538,Drama
23043,Drama
2543,
2109,Sci-Fi
3868,Romance
22359,None
12823,Comedy
3221,Fantasy
1823,
19211,
8909,Comedy
1133,Shounen
6548,
53,Romance
7059,Drama
3460,Fantasy
31145,Comedy
1778,Comedy
12879,
898,Sci-Fi
6151,Fantasy
1179,Shounen
3219,Sci-Fi
6610,Sci-Fi
3270,Shounen
3421,Drama
911,Shounen
25143,Drama
690,Drama
1164,Fantasy
872,Fantasy
17717,
5343,Comedy
8917,Sci-Fi
30771,Romance
34034,
11841,Fantasy
3363,
4214,Romance
678,Shounen
19117,Drama
2429,Fantasy
2716,Comedy
13171,Comedy
1891,Sci-Fi
1246,Mystery
8475,Drama
24973,Comedy
32313,Sci-Fi
8363,Shounen
4690,Sci-Fi
2962,Fantasy
4200,Comedy
2674,Sci-Fi
5670,Comedy
18411,
3760,
13561,Comedy
3121,Comedy
1397,Sci-Fi
2459,Drama
1215,Sci-Fi
15719,Comedy
1565,Fantasy
31564,Comedy
9055,Drama
22583,Sci-Fi
842,Comedy
21189,Drama
553,Fantasy
482,Fantasy
11339,Comedy
16201,Romance
3079,Shounen
22677,
23361,Comedy
1576,Drama
2937,None
4286,Comedy
6280,Fantasy
2199,Drama
21797,Comedy
8364,Shounen
424,Comedy
10948,Comedy
5983,Comedy
665,Shounen
29927,
32686,Shounen
4375,Comedy
1738,Comedy
5200,Drama
785,Drama
10822,Comedy
1601,Drama
5691,Sci-Fi
5199,Comedy
1066,Comedy
566,Sci-Fi
21085,Fantasy
1543,Romance
29513,
54,Sci-Fi
762,Shounen
2043,Mystery
1312,Comedy
8362,Shounen
10155,Fantasy
2517,Romance
28211,
7088,Fantasy
4156,Comedy
432,Sci-Fi
31405,Drama
9159,Shounen
2176,Sci-Fi
20649,Romance
21853,
1588,Romance
4926,
11761,Shounen
21603,Sci-Fi
1135,Fantasy
2200,Sci-Fi
11021,
1546,Romance
1619,Shounen
1944,Romance
12221,Fantasy
609,Romance
6203,Romance
2117,Shounen
1101,Shounen
9733,None
1539,Shounen
19383,
1264,Sci-Fi
5458,Fantasy
3505,
367,Fantasy
1079,Romance
19877,Shounen
9907,None
6747,
2669,Fantasy
2678,Fantasy
15159,None
9367,Sci-Fi
10115,Fantasy
30290,Mystery
15811,
729,Romance
4549,Drama
1336,Drama
4851,Comedy
16890,Mystery
23227,Romance
24171,Shounen
3752,
4662,Fantasy
2490,Shounen
1564,Fantasy
592,
31919,
32094,Fantasy
20047,Romance
478,Sci-Fi
2452,Sci-Fi
8986,
23587,Drama
20035,Sci-Fi
1555,Romance
2331,Sci-Fi
3446,
568,Sci-Fi
831,Fantasy
2354,Sci-Fi
1796,Comedy
393,Sci-Fi
6959,Comedy
28539,Fantasy
3447,Comedy
23619,Comedy
2998,Fantasy
6909,None
1864,Romance
1261,Shounen
149,Romance
33299,Romance
2931,Mystery
30016,Comedy
350,Comedy
6324,Romance
5279,Comedy
12709,Comedy
7144,Drama
3614,Mystery
754,Drama
26165,Fantasy
3354,Shounen
493,Romance
7817,Romance
33080,None
5032,Sci-Fi
2907,Comedy
2651,Fantasy
5197,Shounen
32801,Fantasy
26057,Fantasy
1829,Fantasy
6867,Drama
23083,Fantasy
247,Fantasy
8206,
3027,Drama
606,Comedy
2077,Mystery
2797,
6379,Comedy
7066,Romance
604,Romance
2044,Sci-Fi
5030,Comedy
1110,Romance
2279,Fantasy
3059,Shounen
1199,Comedy
32603,Romance
461,Shounen
1569,Romance
11009,Fantasy
34514,Fantasy
2369,Mystery
20973,Comedy
938,Sci-Fi
3138,Comedy
6098,Romance
10351,Shounen
448,Shounen
7654,Drama
2470,Sci-Fi
21439,Romance
3486,Sci-Fi
32717,
31080,Comedy
284,Romance
286,Sci-Fi
23237,Comedy
6217,Shounen
992,Sci-Fi
19067,None
2815,Comedy
2132,Romance
5978,Shounen
3110,Drama
17741,Romance
1436,Comedy
252,Shounen
10690,
4997,Romance
33003,Fantasy
442,Shounen
31404,Romance
10302,Fantasy
11569,Fantasy
33713,Comedy
17391,Fantasy
27441,Comedy
32038,Comedy
2586,Drama
1602,Sci-Fi
2011,Comedy
6312,Comedy
3137,
1922,Romance
30419,Drama
548,Romance
31588,
7152,Comedy
1051,
1554,Drama
751,Sci-Fi
34077,
3432,Comedy
30383,
2913,
3033,Sci-Fi
1803,Comedy
16385,Fantasy
1045,Fantasy
5267,
4476,
3327,
9723,Drama
1592,Romance
7728,
20673,Fantasy
1025,Sci-Fi
2130,Shounen
1434,Comedy
8097,Comedy
8666,Sci-Fi
620,Fantasy
7308,Drama
2298,Drama
1688,Romance
1209,
2489,Fantasy
10108,Comedy
24211,Fantasy
325,Romance
1118,Fantasy
23285,Comedy
907,Comedy
23135,
28617,Sci-Fi
758,Romance
151,Sci-Fi
917,
22663,Romance
6974,Sci-Fi
4021,Comedy
5220,Drama
29027,Fantasy
10775,
2170,Sci-Fi
876,Mystery
760,Shounen
31370,Comedy
343,Romance
2300,Sci-Fi
20449,Comedy
27655,Sci-Fi
9346,
17677,Drama
16157,Sci-Fi
3745,Shounen
291,Romance
29437,Mystery
1726,
2652,Sci-Fi
2950,
2819,Fantasy
1046,Comedy
16982,Romance
2799,Romance
1020,Romance
2891,Fantasy
33242,None
29785,Shounen
11299,Shounen
3483,Drama
32030,None
912,
32013,Comedy
31378,Shounen
1492,
2000,Drama
11441,Drama
22877,Romance
8057,Fantasy
2758,Shounen
29163,Comedy
8250,Drama
3667,
2577,Drama
3737,
28841,Drama
1207,Romance
48,Mystery
7113,
230,Comedy
929,
32802,
23991,
8394,Sci-Fi
13839,Shounen
2355,Sci-Fi
900,Sci-Fi
5152,Comedy
30544,Sci-Fi
383,Comedy
4983,Comedy
475,Drama
21653,Comedy
3638,
3616,Comedy
10372,
7904,Fantasy
10336,
1659,Fantasy
1696,
2151,Fantasy
5520,Fantasy
2805,Fantasy
524,Drama
4742,Comedy
6178,Fantasy
1709,Fantasy
2993,Shounen
3493,None
4650,Sci-Fi
22687,Sci-Fi
19697,Comedy
10249,Comedy
1225,Fantasy
58,Sci-Fi
998,Romance
2561,Sci-Fi
6202,
2206,Comedy
16726,Comedy
1022,Sci-Fi
4765,Drama
2997,Fantasy
8630,Romance
23425,Comedy
2335,Fantasy
2403,Comedy
8876,Comedy
31815,Fantasy
1384,Drama
1138,Sci-Fi
22071,Romance
3656,
3136,Comedy
9798,
7695,Fantasy
10276,Comedy
10819,Comedy
12137,Sci-Fi
1258,Sci-Fi
30649,Comedy
30363,Fantasy
33433,
2604,
12321,Comedy
6941,Shounen
961,Comedy
4773,Shounen
4094,
7366,Sci-Fi
2124,
15037,
5071,Comedy
10418,
3561,Sci-Fi
30988,Comedy
507,Romance
24457,Shounen
18097,Shounen
358,Romance
9041,Comedy
10794,Comedy
4082,Comedy
33490,Mystery
968,Comedy
20039,Comedy
5834,Drama
30896,Comedy
6182,Drama
1916,Sci-Fi
1137,Sci-Fi
2084,Fantasy
6219,Romance
32553,Romance
2570,Comedy
15807,Comedy
9716,Comedy
10592,Shounen
31229,Drama
6344,Drama
3332,Comedy
3574,Mystery
9673,Comedy
5298,Fantasy
4651,Fantasy
2810,Drama
659,Comedy
27727,Comedy
9348,Comedy
18745,Comedy
9200,Comedy
1826,Fantasy
3312,Shounen
903,Shounen
30925,
10947,Comedy
32607,None
10504,Mystery
14653,Comedy
6554,
2157,
31233,Comedy
1421,Mystery
20141,Comedy
157,Shounen
796,Fantasy
3837,Sci-Fi
521,Romance
6946,Comedy
10659,Shounen
3424,Drama
941,Comedy
2713,Sci-Fi
11487,None
23233,Fantasy
32105,Shounen
1857,Drama
7014,Drama
20969,Drama
27509,Sci-Fi
5955,Comedy
3754,Fantasy
3072,Sci-Fi
1514,Romance
15933,Mystery
5342,
596,Comedy
1953,Comedy
930,Sci-Fi
859,Fantasy
3032,Sci-Fi
2630,Sci-Fi
116,Fantasy
18001,Sci-Fi
13411,Sci-Fi
2389,Sci-Fi
33740,Shounen
11355,Fantasy
1184,Shounen
3484,Drama
3313,
8234,Fantasy
1869,Romance
525,Fantasy
1122,Fantasy
4026,Fantasy
6749,
10824,Comedy
169,Romance
342,Sci-Fi
174,Shounen
5895,
1128,Romance
4415,
1028,Fantasy
33254,Fantasy
3620,Comedy
1014,Comedy
1311,Romance
4646,Sci-Fi
5031,Sci-Fi
933,Comedy
32494,Shounen
7643,Comedy
892,Shounen
899,Sci-Fi
5072,Sci-Fi
13163,
12225,Comedy
2717,Sci-Fi
21431,Sci-Fi
31368,None
32700,None
24261,Fantasy
3807,Romance
3811,None
10934,Shounen
598,Sci-Fi
31670,Mystery
1457,Drama
1573,Fantasy
7593,Romance
4786,Comedy
17635,Romance
10720,None
3653,
1435,Mystery
3654,Romance
4202,Mystery
4051,Sci-Fi
621,Mystery
6884,Fantasy
607,Comedy
3847,Fantasy
1104,Romance
5307,Sci-Fi
10821,Fantasy
8348,
21781,Romance
689,Drama
28257,Comedy
311,Romance
3829,Drama
14913,
4535,Romance
21729,
1049,Fantasy
32240,Comedy
3116,Shounen
984,Sci-Fi
1631,
31056,Comedy
30825,Mystery
5534,Romance
4876,
20045,Comedy
5039,Sci-Fi
1438,Comedy
2017,Fantasy
20871,Fantasy
162,Romance
21027,Drama
3751,Fantasy
8767,Sci-Fi
30375,
33033,
1584,Comedy
1568,Comedy
3419,Comedy
2491,Romance
1925,Romance
1843,Drama
9331,Shounen
2706,Shounen
579,Comedy
11285,Drama
3407,
31105,
31196,
8358,Shounen
8360,Shounen
10017,Shounen
127,Sci-Fi
2165,Fantasy
3579,Sci-Fi
10950,Comedy
5217,
30533,
25087,Drama
4205,Romance
6293,
4078,Comedy
1399,Sci-Fi
632,Romance
2751,Fantasy
31138,Fantasy
6902,None
1260,Sci-Fi
5203,Fantasy
4810,None
2415,
1208,Fantasy
2097,Comedy
9874,Fantasy
1892,Sci-Fi
15489,Fantasy
18677,Fantasy
7669,Fantasy
873,Fantasy
9776,Comedy
8,Shounen
13145,
30903,None
16512,
1151,Comedy
9314,Fantasy
11809,Comedy
5688,Fantasy
2916,
456,Comedy
1180,Romance
10191,Sci-Fi
1637,Romance
3281,Shounen
3019,Comedy
673,Comedy
9712,Comedy
32534,Fantasy
16910,Fantasy
12119,
1152,Sci-Fi
32468,None
25099,Romance
12281,Comedy
1710,Sci-Fi
12223,Shounen
31374,Comedy
32409,Comedy
10014,Drama
3174,Romance
21409,None
1897,Sci-Fi
308,Sci-Fi
2404,Shounen
10737,Comedy
8285,
1798,Drama
834,Shounen
2692,Comedy
1844,Comedy
8728,
2172,Comedy
2595,Romance
502,Shounen
22695,Shounen
870,Fantasy
1465,Sci-Fi
2749,
811,Romance
4935,Comedy
6566,Comedy
143,Shounen
3318,Drama
5235,Fantasy
1400,Sci-Fi
4807,Comedy
2573,Drama
196,Drama
19845,Comedy
31231,Fantasy
34325,Fantasy
1119,Fantasy
1553,
1489,Comedy
10572,Comedy
1256,Sci-Fi
789,Fantasy
14617,
24133,Romance
10923,Mystery
15673,None
1720,Romance
30547,Fantasy
26453,
5992,Shounen
2006,Fantasy
303,Comedy
3266,Drama
3359,Fantasy
280,Fantasy
1797,Drama
5116,
27653,Comedy
17827,Romance
8624,Fantasy
28221,Comedy
5155,Drama
19261,Comedy
18343,
2280,Comedy
2999,Drama
10079,Romance
21511,Sci-Fi
32376,Mystery
15819,Mystery
580,Comedy
10122,Sci-Fi
1431,Comedy
1504,Drama
31884,Fantasy
1951,Sci-Fi
4232,
30514,None
12591,
33606,Shounen
17115,Fantasy
1525,Fantasy
16678,Fantasy
32160,Fantasy
31559,None
5996,Shounen
1357,Sci-Fi
28625,
7768,Mystery
4208,
2625,Sci-Fi
4166,Comedy
687,Sci-Fi
711,Sci-Fi
8422,Comedy
2746,
19023,Drama
6165,Drama
6489,Romance
1249,Sci-Fi
31763,Romance
1762,Fantasy
10431,Comedy
11703,Shounen
891,Shounen
12035,Drama
9347,Romance
1929,Fantasy
981,Romance
20945,Comedy
11281,Comedy
5968,Shounen
18045,Romance
1578,Sci-Fi
1032,Drama
33197,
1415,Comedy
9630,Comedy
2613,Drama
2235,Drama
1174,Fantasy
31442,Fantasy
229,Comedy
28431,Fantasy
6201,Comedy
1954,
1942,
28105,
33491,Comedy
508,Comedy
1549,Fantasy
2832,Sci-Fi
971,Shounen
4999,Romance
23369,Comedy
1668,Shounen
1186,Shounen
8440,Comedy
3456,Romance
2118,Shounen
1890,Sci-Fi
10116,Comedy
956,Sci-Fi
24169,Comedy
3031,Fantasy
993,Romance
7559,Shounen
126,Drama
3519,Comedy
4240,
12481,Mystery
2230,Drama
11161,Romance
642,Romance
1192,
2487,Fantasy
10213,Romance
2501,
2201,Fantasy
212,Sci-Fi
11227,Comedy
29317,Comedy
419,Shounen
8677,None
11751,
7375,Comedy
2578,Fantasy
1587,
2715,None
1540,Shounen
1111,Sci-Fi
31909,Comedy
1024,
1248,Sci-Fi
29223,
5755,Shounen
492,
405,
2122,Shounen
3690,Comedy
2055,Mystery
2722,Sci-Fi
12565,Shounen
5136,None
6734,Sci-Fi
3854,Sci-Fi
7109,Fantasy
3710,
3227,Fantasy
4190,Fantasy
31234,Comedy
5043,None
8277,Comedy
641,Romance
20423,Fantasy
5914,Comedy
15783,Mystery
193,Romance
2016,Fantasy
1040,
9693,Drama
3615,Romance
5023,
561,Sci-Fi
1166,Sci-Fi
4332,
2029,Fantasy
20021,Fantasy
12727,Comedy
2493,Drama
1129,Romance
1481,Romance
30355,Comedy
11837,Sci-Fi
9547,Drama
3631,
750,Comedy
6246,Drama
25437,Romance
2684,Shounen
2121,Shounen
32483,
514,Romance
22699,Shounen
124,Romance
9154,Mystery
2215,
5091,Comedy
3462,Drama
1917,Sci-Fi
33546,Fantasy
1792,Sci-Fi
13377,Comedy
19365,Comedy
30806,Drama
884,
19841,Comedy
3248,Drama
21851,
5830,Comedy
3501,Fantasy
6479,Romance
2274,None
1841,Comedy
292,Shounen
896,Sci-Fi
118,Comedy
2973,Fantasy
603,Fantasy
12163,Drama
2569,
636,Drama
2772,Fantasy
1768,Sci-Fi
5967,Shounen
3547,Comedy
5891,None
20889,None
6794,
13247,Comedy
32153,Drama
2707,
1509,Romance
1935,Romance
936,Shounen
800,Sci-Fi
4054,Comedy
9884,Comedy
31756,Shounen
2363,Fantasy
6973,
8800,
1703,
2492,Romance
3317,
1648,Romance
1923,Romance
2087,Fantasy
3196,Drama
2554,Drama
28391,Sci-Fi
812,Drama
2090,Sci-Fi
10259,
1837,Sci-Fi
2646,Fantasy
1930,Fantasy
22189,Comedy
30039,None
10604,Mystery
31068,
3349,Sci-Fi
28423,Shounen
10893,Fantasy
6209,
89,Sci-Fi
5395,
18095,Romance
10549,Fantasy
12863,
9127,Shounen
300,Fantasy
15411,Romance
8092,None
25045,Comedy
11241,
1817,Romance
25907,Sci-Fi
261,Romance
24347,Shounen
2757,Comedy
1501,Comedy
9675,Shounen
2243,Drama
1804,Romance
1423,Comedy
1398,Sci-Fi
2223,Fantasy
4086,
6890,Comedy
6031,
23849,Fantasy
6112,Fantasy
1727,Romance
8017,Drama
21195,Comedy
3071,Drama
21065,Drama
882,
9875,Fantasy
2682,Shounen
14751,Romance
8361,Shounen
12549,Romance
1795,Comedy
2520,Shounen
266,Shounen
262,Romance
1956,
4196,
17497,Fantasy
5045,Comedy
20745,
34447,
2248,Shounen
9988,Romance
10346,None
7845,
19285,Shounen
1603,
391,Fantasy
20473,Shounen
2725,Shounen
8023,Comedy
2728,None
743,Romance
33589,None
595,Romance
4548,Shounen
313,Romance
244,
1214,Drama
2259,Romance
1859,Shounen
29101,None
7580,
22057,Romance
1230,Drama
21671,Sci-Fi
11079,Comedy
1707,Shounen
670,Romance
630,Romance
83,Romance
2144,
7367,Comedy
9568,Drama
33569,Comedy
5940,
23201,
538,Sci-Fi
1517,Romance
3086,Fantasy
423,Sci-Fi
1532,Romance
4532,
10622,Comedy
9005,Comedy
19157,Comedy
285,Drama
5311,
109,Comedy
29589,Romance
115,Comedy
25011,Fantasy
10348,Sci-Fi
13281,None
3367,None
25719,Comedy
4353,Romance
2793,Fantasy
1448,Sci-Fi
1654,Romance
7333,Fantasy
3991,Fantasy
23945,Fantasy
1018,Fantasy
7857,Comedy
5249,None
9917,Fantasy
25805,Fantasy
9806,Fantasy
14627,Comedy
2965,Mystery
544,Sci-Fi
2316,None
2289,Comedy
6032,Fantasy
13029,
9618,Romance
4151,
1068,Sci-Fi
8368,Shounen
62,Drama
17357,Fantasy
2645,Sci-Fi
894,Sci-Fi
9330,Romance
6055,Shounen
4124,Fantasy
4856,None
1760,Drama
6726,Romance
4334,Sci-Fi
509,Romance
5296,Shounen
3129,Comedy
4485,Drama
1420,Comedy
1502,Fantasy
4406,
10370,
2614,Drama
2231,Romance
7474,Romance
14685,Romance
9883,Comedy
1121,Fantasy
3765,
2510,
3098,
2420,Sci-Fi
8908,Comedy
5734,Romance
9063,Comedy
4066,Sci-Fi
10513,Comedy
6709,Romance
5104,None
2212,
404,Fantasy
27737,
2131,Comedy
1629,Drama
4854,None
3646,None
24909,Mystery
21333,Drama
146,Romance
554,Romance
4074,
3425,
2933,Comedy
1290,
4936,Comedy
10740,Fantasy
1882,Fantasy
6056,
30464,Comedy
4075,Comedy
3159,Romance
33037,None
278,Sci-Fi
4083,Sci-Fi
20545,Fantasy
2928,Fantasy
13053,None
26449,
3193,Comedy
2205,Sci-Fi
33041,Drama
694,Romance
1219,Drama
15633,Shounen
17113,Comedy
14893,Comedy
25383,Shounen
8536,Romance
4855,None
13287,Comedy
2494,Fantasy
649,Comedy
21407,Fantasy
1645,Sci-Fi
1721,Romance
15377,Comedy
8228,Shounen
727,Comedy
15609,Romance
8078,
3948,Romance
6741,Fantasy
1469,Comedy
942,Mystery
29129,Romance
2611,Comedy
1638,
33420,None
7245,Fantasy
623,Romance
10297,Comedy
10502,Comedy
18121,Shounen
605,Fantasy
5037,Drama
